Date,Open,High,Low,Close,Adj Close,Volume
2024-07-24,100.12499217349388,101.62441488881056,98.77745668130974,99.49058683141308,99.25271175515034,2108241
2024-07-25,102.49015994750519,101.6149338092695,99.87210840326452,102.01834834138418,102.67511120611279,8312402
2024-07-26,106.63849547004924,108.1366164040488,107.68116965359177,106.85067372330805,107.75616853978835,1552700
2024-07-29,108.52991083579225,109.77797276207026,108.73049547283674,108.00505029481322,106.79311383981495,1224553
2024-07-30,110.23505495245698,113.72161214105715,109.07947352984338,110.55909137854499,111.62324266017063,8743739
2024-07-31,105.80805195666417,105.10895198452101,106.62829358941788,106.30583710441923,107.55286518516195,7694300
2024-08-01,108.38672228363154,109.0502720670672,106.32271136364295,108.00621258441832,107.576128016348,9295159
2024-08-02,106.80058207865815,105.82591260348721,104.41765074545859,106.01812082700465,104.92917060679156,3900386
2024-08-05,105.61212965926562,106.54639056832802,104.6763486914284,106.4688325248888,106.31824336984964,3914376
2024-08-06,105.43207326946165,107.83924408502033,105.93973390375754,106.28295276447496,106.02213754968162,5791571
2024-08-07,108.06946811116693,107.4896189648815,108.14878697565292,108.25951878994252,108.87795622414059,7088198
2024-08-08,107.26298945350486,108.10487581903155,105.81329037948619,105.95760634478904,106.39507170296865,7398074
2024-08-09,103.29588239954992,104.12405838184422,102.19723120238741,103.13574809017297,103.39178668447563,8375713
2024-08-12,104.43683027132994,105.59273654047772,104.08731554615935,104.12891481599452,102.92767312760068,5926540
2024-08-13,104.69714990628447,105.72917645357495,102.02152626829862,103.76747671369701,102.43707349631991,5098548
2024-08-14,101.46229216700037,103.19800973729708,99.34238720744668,101.7009319304435,99.96293912026678,7410047
2024-08-15,102.82023342587667,103.29474166093708,101.12863308544581,102.29348436108276,102.8832243098523,2051779
2024-08-16,104.14573216088687,102.01274122060025,101.3192804941234,102.40647223167261,104.58614539948921,9480846
2024-08-19,101.65313126608801,105.72571215287435,101.8417687943419,103.1582536225372,104.07601821890896,7665611
2024-08-20,103.24806841255518,104.77755285496472,103.97305345564098,103.0879066351222,102.45635537573804,3057293
2024-08-21,105.01008469191736,107.69082447024685,104.25198455560569,105.18333651236918,104.0515389484641,4067190
2024-08-22,108.85694104724669,110.91905684796538,104.74481945701604,108.43421073160647,108.5877157239734,5242859
2024-08-23,104.92596506493064,106.95548927508659,104.20227727522986,106.29519695220284,104.69542476019154,4167574
2024-08-26,110.05832072192679,112.21850194484055,109.38055748332643,109.33258421122473,110.73638038411448,9124324
2024-08-27,110.261047974005,113.85311807797301,111.53320030521215,112.15247068898034,112.31902272687714,7797308
2024-08-28,110.04713658388667,111.77712468145894,109.6307253414062,111.10695148496562,113.70068520457421,1625698
2024-08-29,112.0161847983267,114.73975360088893,110.2437910890828,112.24294466195549,111.3242914580298,6472086
2024-08-30,111.82397292371489,113.01309134038654,111.90656766307609,112.92095609593531,114.69586812456093,3571016
2024-09-02,114.49701850025924,115.42932672839109,112.2238562997373,114.08257013806693,113.25236103928111,9954290
2024-09-03,117.18232330922658,120.21989070994229,114.0080974515757,117.65992868067353,119.11650130406699,8330880
2024-09-04,118.4775211901381,121.0131649463325,117.5714425635672,119.52150955989131,119.99015570739972,3641333
2024-09-05,123.0597617009652,122.72418636692846,121.50891934900646,121.7259763187628,120.12300581334374,5221346
2024-09-06,119.17171645530433,121.04074427067181,120.49300664451296,119.26245414607156,117.82759994508868,3634865
2024-09-09,121.01577947460599,119.12806828229509,119.63672386437183,119.36578732555316,116.79002773968371,3755186
2024-09-10,118.6342925398902,120.54321144372832,116.5211782223783,118.89277315199645,118.60543244029203,8146750
2024-09-11,122.3310144281854,122.08900805198277,120.21261393316824,120.76102769201383,121.79915151650557,1669659
2024-09-12,121.38620863306578,123.28101384574407,121.56457776156685,121.68066717145743,121.25566402107668,4906925
2024-09-13,126.67506374141169,127.56576132909409,126.92777386860355,126.5832178676615,129.01931301861052,3715146
2024-09-16,129.2830242388486,128.45258423141348,127.93398777380696,128.70939348102388,129.04065356429743,3648416
2024-09-17,128.21427595099735,127.88536821125426,125.69598869984486,127.19613411074596,125.11161056583065,7444280
2024-09-18,129.52718337578767,132.248665024024,127.6063181821544,130.35363942731865,128.89032669730884,6625361
2024-09-19,131.01472942871737,131.63081211685022,129.92901572710136,130.77262402398608,127.44139688561563,3599318
2024-09-20,130.40208386651778,132.98316451913715,130.35620256796233,131.531588088755,131.56487963984955,9960230
2024-09-23,132.14515679008136,130.96586032764247,130.93236219751077,131.80403308919782,131.0163443639712,7677961
2024-09-24,133.83369330955964,134.2644291096419,133.40596564195673,133.20653656322443,134.78012361240283,4739315
2024-09-25,134.8813101489961,134.23215881608715,132.34385427923246,133.22288702668516,133.2837397116386,9530232
2024-09-26,136.42892311966773,138.75312653096233,134.97484718477403,136.68731354594735,137.55205837624501,7212256
2024-09-27,135.84552441738404,138.4415272596848,133.9891269224776,136.3149586774161,136.40821373247488,2001090
2024-09-30,136.6121138681828,136.12303272899982,137.01527635175236,136.38550123051613,138.0006710050953,8565763
2024-10-01,134.72067653924617,134.47939149686235,131.16100938462426,133.40799953618665,133.8357253723542,8061666
2024-10-02,133.64496842192494,136.1544063992304,133.40330777391011,133.70662956514673,133.43956439784628,5971207
2024-10-03,131.4202257920277,132.9683587436264,128.80775698130995,132.12005726319572,130.7013255472481,9086722
2024-10-04,137.0761326249204,137.21289206909256,134.65603220281812,135.77111058976652,135.2803472449695,8274553
2024-10-07,133.07826137886727,133.4420531203517,133.04778069421607,132.9195384492965,132.56791402356188,7526311
2024-10-08,134.71818619242484,134.215769186871,132.23774311646096,133.86382510443735,133.9701231749201,5167416
2024-10-09,130.17971556523824,131.5580811973823,131.7345998294964,131.85400998997738,130.36649644471262,4572903
2024-10-10,133.70341919664727,137.32766214142947,134.7541861189829,135.5281388231369,135.3899439927757,4690352
2024-10-11,132.94258092786845,132.85517258490054,131.83306313372432,132.65247698264963,134.83268046500564,1335386
2024-10-14,135.21695462612246,134.17827631267664,134.15178674812068,133.7547400340579,135.0081246947171,6896400
2024-10-15,132.11754944163764,133.13464499043351,130.1225695780746,132.0637227811578,129.67808708913861,1408824
2024-10-16,135.98303825969384,137.07208839783792,132.45544775681046,134.06125517536395,134.32574354285757,8302292
2024-10-17,131.22283361930792,130.36515146240563,131.58618239103822,131.07187147801167,129.97549081414877,7854555
2024-10-18,129.78775969991614,129.90179702095404,128.46116694456572,128.73726755440936,130.42162968941608,2473334
2024-10-21,130.5896257365514,132.46110196943798,128.53611668905222,130.7035700447282,130.7606340050752,4742560
2024-10-22,129.53123590899813,131.78701470292333,130.67318081980991,130.3573219488466,129.16083603053056,6141951
2024-10-23,129.99236889835925,129.17974819630666,128.80744914473019,129.2080564621751,128.91039855444726,8500910
2024-10-24,131.62839189349597,132.5304145178129,131.3759274206331,131.25194371161837,131.55676246163833,8326024
2024-10-25,129.81109852691839,133.17495455791388,130.74537343573115,131.1754560645043,130.8231993782528,7141037
2024-10-28,132.03296074929693,134.75765179081495,132.72927472778224,134.2696204265714,133.1209338245162,1928274
2024-10-29,131.04539005646058,132.09385244023696,129.85714954662103,131.17549649959946,130.98621347357775,6053552
2024-10-30,128.99925729621094,133.15928285430022,130.81587014072022,131.25927144303515,130.06583486362928,4095855
2024-10-31,133.4366510406353,132.88276455339204,131.41782390445275,132.2377592711088,131.96702541220995,2786479
2024-11-01,131.95036058772118,132.21955333867382,131.69827329105857,132.64232960248304,133.60755958252568,3679326
2024-11-04,136.838566273681,137.59561394007656,134.4667493806007,135.78204135698354,136.42406482234406,3517311
2024-11-05,136.45401064917755,138.58899520065378,138.32319433602552,137.4365612096371,137.44508438448344,5922038
2024-11-06,137.97243129861974,138.1063003509414,136.22702788168155,137.41327391553426,137.50541887923262,4078101
2024-11-07,138.52108219579944,139.07704592796333,137.54914889360012,138.09765122041804,133.66222264661067,7752267
2024-11-08,136.81967996925354,137.03840359736728,136.43994455750857,136.9879333703446,136.4286265448627,9840841
2024-11-11,137.72020904167778,138.82045872110416,135.91817767836875,138.24633568903295,139.00294423382627,5979758
2024-11-12,143.22157919399314,142.22105248734292,139.58207171125918,141.02876802204327,140.53057826698787,9916084
2024-11-13,141.26523016610022,144.86391916228433,142.40367642956434,142.83904225481143,142.7919142002472,5109963
2024-11-14,146.8664288254633,147.63420421825592,144.48829536095602,146.9810592470784,148.84624556470862,1599595
2024-11-15,148.96272729615467,147.61773835893828,144.31555907008322,146.74032489706872,147.51301486766383,2848768
2024-11-18,149.90335552667025,148.35719048870328,148.47514785574887,149.16519613738262,148.55141547842754,1800325
2024-11-19,150.64566323806494,152.5192499635083,150.11686812676396,149.8869131711545,151.37011627158893,9663413
2024-11-20,152.99707049495527,152.01958099462595,151.5385289316978,151.41143485460276,149.93009083910323,8047132
2024-11-21,149.29599221849605,150.25034804930286,147.07945025275416,148.87487060640677,152.63202058962293,2788831
2024-11-22,150.02659221006994,148.934816085195,147.7987689717657,148.13782490385887,148.63584121181984,4203988
2024-11-25,145.54333241973012,146.08301406244556,144.266102813877,144.8456205786993,146.50418957529695,5912128
2024-11-26,145.25657302504948,148.44536253145546,146.14843965655476,146.56717979711502,146.0491040679753,8418617
2024-11-27,143.1533830526452,145.86723396135937,142.9653802893178,143.99187986818757,143.02971196826053,4935962
2024-11-28,145.02192802334244,148.9347050061067,146.28202020840024,146.89942930138446,147.4831227130903,3480828
2024-11-29,146.98107862014623,147.31844285487168,146.27393230859218,147.73666368264134,149.00253758506756,5891380
2024-12-02,147.1517873879116,147.46376693214015,144.9249529651776,145.8035093383168,146.04672911659233,5584327
2024-12-03,148.67654653329197,149.54957593563338,146.40977051181335,148.57904959081048,147.72792264803016,5487489
2024-12-04,147.83316743388437,146.0737814883013,144.84394048583198,147.06924984210283,147.09984478866397,9026741
2024-12-05,143.48593673029052,144.56317067626975,144.1166824134065,144.0614105432825,146.4000573708688,1568520
2024-12-06,141.33918637923125,143.1888184452283,140.89037309127488,142.05786933645987,141.23423015059436,6954376
2024-12-09,149.0958833398545,150.45821286135288,149.27183561447575,148.93352030814236,149.6881807953938,3203124
2024-12-10,150.56505500586013,152.97880166287428,149.3751666271934,150.5074385730228,150.18734180941948,6306928
2024-12-11,150.46253365833613,152.26622744102445,148.7024561705336,149.90057359605606,151.22039935039064,2326769
2024-12-12,148.85960695201803,151.28566465492403,149.8599203089232,149.95989821509346,150.48841462450739,8453621
2024-12-13,152.25525069597106,149.93918254282931,149.58959489516278,150.60066676184434,150.5243967527418,8412931
2024-12-16,150.43502087695987,152.53997731174698,150.13351752388806,149.84085860873523,146.21315709192118,4408838
2024-12-17,148.58777627140373,150.35607248325357,149.92395431192523,149.4419447388796,148.39843949859554,9973385
2024-12-18,147.95653064246514,145.62855081098414,143.79840007635406,146.17321572980217,145.0766904635659,7970200
2024-12-19,144.37388591578622,142.62816804569687,141.9739640597029,143.39270458614845,142.12960536710122,2438263
2024-12-20,143.64567323274403,142.73886587047545,140.1475862030513,142.21830288464434,141.44387249947988,7137295
2024-12-23,145.82369292011958,145.08983477474652,142.70669463862492,144.80125548157747,147.35748299167238,9267179
2024-12-24,143.23605791152045,146.00678450831438,142.54202210911157,143.3293252110214,142.58238388614694,4859730
2024-12-25,143.61230920739507,144.56235652280813,142.4834882695228,143.19086914347855,141.52757555197906,6131675
2024-12-26,141.78493399025274,143.99961585881027,140.54174368706072,142.49425922115086,142.09495747251304,8676611
2024-12-27,142.93747786000895,144.4732159253541,141.85821025029523,142.26754510668007,142.7006920807953,3327106
2024-12-30,144.43599462204554,144.379185519379,143.4276669973491,143.19451416054252,142.41499452320954,2704200
2024-12-31,142.07046961289808,144.79484680618822,142.72369475461292,143.49240844983316,143.2158278846526,4951971
2025-01-01,145.41843560328093,143.8615554494584,142.18746932636,144.1801128000883,145.3552132175753,8102521
2025-01-02,143.9267883612193,146.42422955791469,145.7263080670202,145.29539854965893,145.58617448751457,4207853
2025-01-03,143.91535570018848,144.58130575318052,144.10970228997095,144.3718418379931,143.2672061584771,9007750
