Date,Open,High,Low,Close,Adj Close,Volume
2024-07-24,101.87152031567184,102.98925237450858,99.44576555529109,100.89762494923951,100.82247307754304,8660661
2024-07-25,98.83053465373891,99.88512281551743,100.14511144118461,100.01818422259427,101.22401624831377,6627454
2024-07-26,99.9982997781752,99.7860895976985,96.8009595877321,98.83628508698004,98.5198846747496,6411877
2024-07-29,96.91730663288351,98.64462960928881,96.18506362321422,97.936754666979,99.61049907872528,2371165
2024-07-30,97.20719067349205,98.042622997933,96.6653512342666,97.53426678125473,96.8953721428887,8922488
2024-07-31,99.30676252892978,100.45200879465219,97.74873881466544,98.3670168350419,99.05728130277627,7423878
2024-08-01,93.11894459074067,95.89066405674143,94.53547287711491,95.35031712630031,95.97774790073717,6563384
2024-08-02,91.00237860293382,91.12394997457079,92.09632089308911,92.15965098665635,90.83428664268408,4343590
2024-08-05,94.67688455526672,95.61335574586384,91.49744792066845,93.42074758719639,92.3528786716549,2911233
2024-08-06,93.19687304704782,94.21894740721493,92.5583260722022,93.80378511840537,93.58080255372852,3915228
2024-08-07,94.06463710333088,95.39465905841513,92.82426356996233,94.83390902898557,96.50691250787274,2981122
2024-08-08,98.60046525698745,98.65520354751824,96.62467381319163,98.02565577361554,97.7953100494555,2268864
2024-08-09,94.2836525009582,95.89621641732356,92.92804524303618,95.10965300514766,94.90916603567128,3117191
2024-08-12,96.40104517454797,95.37280182735806,96.733923477596,97.15143069374817,97.77561638223536,7513214
2024-08-13,98.46080705293075,99.0307016947461,96.55559787875349,97.89693021767751,98.49306386024854,5362446
2024-08-14,95.1580440229012,96.17201902621106,94.51698458515028,95.5811203397406,96.57977929582286,9273522
2024-08-15,97.41980201855215,98.24743004722966,95.6751969743602,97.02811150116658,97.3419251065001,7350721
2024-08-16,94.32433509187427,96.40870178718448,93.70262571607944,95.28080476123975,95.54888157166003,4229455
2024-08-19,93.1715436052708,95.34346289165842,92.16418714879222,93.10303942621653,92.74309946595568,9535125
2024-08-20,94.9015651030013,96.11493664778024,90.30488753684655,93.56580773505016,94.18976837257986,4240000
2024-08-21,90.21768272773389,90.51973356585144,89.5757017748909,91.35024092001862,89.90875617697569,9123484
2024-08-22,90.23628106229604,90.51197892205448,88.86061195590226,89.63223611130392,90.46799857284259,9052582
2024-08-23,91.20835677958843,91.49667428485378,87.82802393838769,90.49831364435751,90.1417133199984,8922610
2024-08-26,91.46509341633681,91.22848454860531,87.5243309245315,89.89502561463333,90.06479703606001,3934473
2024-08-27,88.16240951484079,88.6668045256467,86.89045748356946,87.76817329729786,87.64159718030916,5699730
2024-08-28,86.1195719244836,87.84735282545854,86.96635099936262,87.36282107892995,87.75936294469413,8934036
2024-08-29,86.28803704074976,89.11019251603803,86.4729599012857,86.47820454794987,86.80646213345797,7214745
2024-08-30,93.05297634486463,94.338318880739,91.10522564218051,91.80265403596893,91.95785018452838,6025789
2024-09-02,91.17219935210886,93.29036538634023,89.38975579530995,91.54767625266946,90.07858774523635,9743447
2024-09-03,90.57627650763558,93.62539719439845,90.39637970321677,91.20768134509615,91.17700981907647,1399805
2024-09-04,91.6440714329323,91.53021610885492,89.027180158353,90.70783495527697,90.89903293141059,7186593
2024-09-05,89.75774124913679,88.72769587518633,87.55390743086275,88.48990334487786,87.5175960726459,8156826
2024-09-06,86.15917949056393,85.40581425746987,86.4601117984707,85.72700523377502,85.67539781472168,7375325
2024-09-09,87.57043951802486,87.70651705268166,86.19532187291892,86.87624301977951,85.4778724257106,9657699
2024-09-10,89.0669431063842,88.3021956520668,85.24469177883935,87.42454956855269,86.54631157176927,2679456
2024-09-11,85.36029526005235,86.91070427227866,83.93653516115523,85.45842411923255,85.93330203484247,8221023
2024-09-12,84.85113764029742,85.21903864222804,80.81123821328733,82.92665767780613,80.65739221583527,8640172
2024-09-13,79.9600821652626,79.77727860514727,79.59078933411641,79.75695013619423,79.44280975943536,7799933
2024-09-16,78.66541118965903,81.80167682607204,78.88922921269011,80.06786110503938,79.60286757356556,9298691
2024-09-17,78.57293400381026,78.5313554733973,76.55812990047662,77.36381301025793,77.81450441908525,6449011
2024-09-18,80.13564947936028,81.00800058517937,79.99849623206107,79.35749169857559,80.3526837709896,1319293
2024-09-19,77.59247478144958,77.92060203004858,76.19944282091728,77.31407981793619,78.01435811319054,2651363
2024-09-20,83.5004608515493,81.0264685845493,82.61905936433183,82.78861658869374,81.16106173498684,1269538
2024-09-23,79.70819336853617,83.3865776308705,82.48754349960146,82.9200397198758,83.12009610447654,4510369
2024-09-24,82.35110504960156,82.2687200115641,81.13047751184386,82.37762931901963,83.42023897939751,7295292
2024-09-25,85.13304187602678,85.50595337116944,84.01085422082335,84.66193145910627,85.1615938530714,3136840
2024-09-26,84.6578976589811,86.00496478028329,83.84047866199319,85.8096271894517,85.8668684948206,9327711
2024-09-27,85.54485565752421,88.23156276551573,84.56600902587746,85.43456210151766,85.61397042616422,4309793
2024-09-30,87.34891959400001,88.04845002510477,86.68418867786966,87.54792769584468,87.7805545165707,9980758
2024-10-01,87.87311553094582,90.87909869632007,87.03602740278973,89.0154253689778,89.53123131214286,4951638
2024-10-02,91.66720550277044,92.67805952856939,87.46097856864144,90.38743200356186,91.62990225622288,2824525
2024-10-03,91.68807662052203,91.31980389591625,91.18113851608388,91.16126241630103,89.7013863065752,3187889
2024-10-04,93.66422849679485,94.45507230791495,90.93314881013407,92.8748381568125,93.39668895574815,2250248
2024-10-07,92.44523892077775,92.47451440056999,90.95444002209435,92.45764160713851,92.00245225747946,4376160
2024-10-08,93.81360548739725,96.7913965006463,93.90741655705104,93.84763103028253,94.28943979255038,4929360
2024-10-09,93.79491870860795,95.03781495006763,91.94125947934377,95.33265966772086,95.22704547454897,3230981
2024-10-10,97.39552521647789,99.78045549142936,98.09148139203451,97.93477303955538,98.6721070525435,7443360
2024-10-11,95.82122527263692,98.75510671909251,96.63857410147405,96.83204498061455,97.71215944828289,2299574
2024-10-14,93.20604917050903,92.25729244863741,91.272748249736,93.50450900841804,92.64184484454357,6676470
2024-10-15,90.89271693885843,90.6955598625819,89.40155762711031,90.49154439121746,89.65446922549758,4626737
2024-10-16,92.82522938348893,90.47518831036876,92.07925967110927,92.7828977866315,93.53740290038967,1531899
2024-10-17,91.00710511500475,91.9082857156986,89.14841581407721,90.16805251746894,90.15063626810725,5416400
2024-10-18,91.36569996982831,92.45296485009786,89.96581288571028,91.36108453026287,91.61964291197279,6303192
2024-10-21,91.01402697036502,91.03713160075614,89.09727299784822,89.71069577753072,90.20947573068138,6260234
2024-10-22,88.73399399938995,91.5369353157106,86.8498915152979,89.15677373477831,90.8730597670647,9253591
2024-10-23,89.03123707090313,90.39586594610381,88.71131243035776,89.73150790368148,87.66667315913676,8560594
2024-10-24,92.37793511379735,91.31098898306972,90.62241619765244,91.24230524553977,90.13255060056127,5357080
2024-10-25,91.04075490476157,91.40402171968098,91.09000237555979,90.90278080183273,90.11335989218537,2655246
2024-10-28,90.27715637392961,92.36790233099356,90.60526709531482,91.98607248529314,92.02587711218858,8104563
2024-10-29,89.0692481270234,90.64135234571471,90.68765401886712,91.0601770046373,91.65165471234299,3383580
2024-10-30,89.22663451591296,91.0250640671165,88.44539994077233,88.43064466027265,88.35533066617089,4938130
2024-10-31,83.84873100964917,85.79219270604834,85.20402084041521,84.91760283426756,85.41058243165041,7262897
2024-11-01,80.27354343267538,80.49960931050767,78.68361849185325,79.84278779291452,78.88488240715145,8247911
2024-11-04,76.99816907008852,81.01922810885111,79.51203970694966,79.53885808882697,78.13492312162958,6800782
2024-11-05,78.45014545712719,79.48227756728745,75.36326463582357,77.34030493665722,77.97296883421627,3902217
2024-11-06,78.36171080781565,80.52950002137669,79.24581876953673,78.94783499695285,78.5248883575106,4120486
2024-11-07,75.89060603660303,77.51347330759224,75.62132324150518,76.18502631144483,75.1987261721454,2306039
2024-11-08,80.21773527309878,80.14280888847908,77.89958300368895,78.24530227127246,79.27264629959005,8795966
2024-11-11,81.77284673497286,84.71693571855866,80.42029298053048,81.31379938800531,80.62910577678629,5832043
2024-11-12,76.64217613819618,77.0285162369883,76.63946130487511,76.49603621133639,77.1058367009244,2575775
2024-11-13,72.74758423832627,74.52937325525093,73.75867270020305,74.08128289723336,74.24766351826102,8035644
2024-11-14,72.12270743304352,73.08143704786998,71.499754019742,73.00491183807439,72.61444527472457,1899508
2024-11-15,75.85826029762688,77.16418195692151,74.92385940194355,76.28543870478649,76.88165445800755,4373180
2024-11-18,76.57473523087921,75.80674197816069,72.621370102622,75.91834367897546,76.11135533096513,6699173
2024-11-19,78.74658056272972,83.37720686588796,80.35266591243767,81.33660049804024,81.32542066950799,1106891
2024-11-20,78.37465303201306,78.40909469281564,76.66638561375721,78.41760951731715,78.0664647195878,8546294
